ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN
9783862341061|['1052091814']|['http://d-nb.info/1052091814']|['(OColc)882501145']|['4011882-4', '4333485-4', '4416719-2', '4000911-7', '4214151-5', '4013943-8']|['303.4820899435043']|[]|['11190594X']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717877|['99937690X']|['http://d-nb.info/99937690X']|['(OColc)730050219']|['4018480-8', '4044925-7', '4027274-6']|['302.34']|['99937690X/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 320 Politik ; 900 Geschichte']

9783862348435|['1052043178']|['http://d-nb.info/1052043178']|[]|['7842434-3']|['289.94']|[]|['122934466']|['230 Theologie, Christentum']

9783862340569|['1052091520']|['http://d-nb.info/1052091520']|['(OColc)882501199']|['4011882-4', '4045895-7', '4123592-7', '4062127-3']|['346.430482']|[]|['134157613']|['340 Recht']

9783899717310|['996598669']|['http://d-nb.info/996598669']|['(OColc)499087287']|['4113292-0', '4035964-5', '4509416-0']|['830.936']|['996598669/04']|[]|['830 Deutsche Literatur']

9783899711578|['970426135']|['http://d-nb.info/970426135']|['(OColc)723095379']|['4011882-4', '4044747-9', '4281799-7', '4063359-7']|[]|['970426135/04']|['12924970X']|['340 Recht']

9783899718881|['1012310973']|['http://d-nb.info/1012310973']|['(OColc)751466069']|['4027833-5', '4017102-4', '4121525-4']|['791.4365380945']|['1012310973/04']|['1014382610']|['791 Öffentliche Darbietungen, Film, Rundfunk']

9783899711448|['96980928X']|['http://d-nb.info/96980928X']|['(OColc)723180721']|['4011882-4', '4002799-5', '4134488-1']|[]|[]|['128951303']|['340 Recht']

9783899717969|['1008548146']|['http://d-nb.info/1008548146']|['(OColc)741957662']|['4011882-4', '4040949-1', '4030550-8', '4124481-3', '7748176-8', '4019604-5', '4238115-0']|['362.1982']|['1008548146/04']|['1011754304']|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 610 Medizin, Gesundheit']

9783899714104|['985134992']|['http://d-nb.info/985134992']|['(OColc)255955577']|['36872-6', '4166546-6', '4068097-6']|['378.435518']|['985134992/04']|['36150']|['370 Erziehung, Schul- und Bildungswesen ; 943 Geschichte Deutschlands']

9783862348121|['1052091482']|['http://d-nb.info/1052091482']|['(OColc)882501197']|['118666274']|['519.5092']|[]|['1052096751']|['510 Mathematik']

9783899719741|['1021172790']|['http://d-nb.info/1021172790']|[]|['4292962-3', '4162101-3', '4113715-2', '4115712-6']|[]|['1021172790/04']|[]|['340 Recht']

9783862348282|['1052119298']|['http://d-nb.info/1052119298']|['(OColc)882502773']|['4039687-3', '4035964-5', '4039687-3', '4035964-5', '4049716-1']|['830.0002']|[]|[]|['830 Deutsche Literatur']

9783899718614|['1011004208']|['http://d-nb.info/1011004208']|['(OColc)723513479']|['4011882-4', '4236708-6', '7573652-4']|['346.43092']|['1011004208/04']|['101305511X']|['340 Recht']

9783899719031|['1014071119']|['http://d-nb.info/1014071119']|['(OColc)767877725']|['118603175']|['300.92']|['1014071119/04']|['139495347']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 100 Philosophie']

9783899717389|['995683387']|['http://d-nb.info/995683387']|['(OColc)695873695']|['4113292-0', '4035964-5', '4193441-6', '4200793-8']|['830.9358']|['995683387/04']|[]|['830 Deutsche Literatur']

9783899714203|['985373482']|['http://d-nb.info/985373482']|['(OColc)227006468']|['4127382-5', '118184474']|['332.024']|['985373482/04']|[]|['330 Wirtschaft']

9783899715811|['993077889']|['http://d-nb.info/993077889']|[]|[]|[]|[]|[]|['830 Deutsche Literatur']

9783862349807|['1052123570']|['http://d-nb.info/1052123570']|['(OColc)882502882']|['119251760']|['322.2092']|[]|['119251760']|['320 Politik ; 940 Geschichte Europas']

9783862346349|['1052113974']|['http://d-nb.info/1052113974']|['(OColc)882502213']|['4292887-4', '4038654-5', '4134819-9', '4174087-7', '4062547-3', '4015602-3']|['174.29073']|[]|['142418587']|['100 Philosophie ; 610 Medizin, Gesundheit ; 360 Soziale Probleme, Sozialdienste, Versicherungen']

9783899717105|['994175108']|['http://d-nb.info/994175108']|['(OColc)492201521']|['118585916', '4134561-7', '4164424-4', '4056475-7', '118585916', '4134562-9', '118585916', '4099323-1']|['833.912']|['994175108/04']|['139904638']|['830 Deutsche Literatur ; 430 Deutsch']

9783899712056|['972819940']|['http://d-nb.info/972819940']|['(OColc)180885064']|['4259637-3']|[]|['972819940/04']|[]|['610 Medizin, Gesundheit']

9783899712902|['977934349']|['http://d-nb.info/977934349']|['(OColc)180898605']|['4114333-4', '4033659-1']|[]|['977934349/04']|['12901219X']|['700 Künste, Bildende Kunst allgemein']

9783899714500|['988888580']|['http://d-nb.info/988888580']|['(OColc)723913668']|['4070370-8', '4006447-5', '4120440-2', '4013021-6', '4006447-5', '4120440-2', '4070370-8', '4681622-7', '4164950-3', '4322105-1', '4013021-6', '4681622-7', '4164950-3', '4322105-1']|['027.04309043', '940.5318132']|['988888580/04']|[]|['020 Bibliotheks- und Informationswissenschaft ; 940 Geschichte Europas ; 330 Wirtschaft']

9783899716061|['1052145450']|['http://d-nb.info/1052145450']|['(OColc)882504475']|['4113292-0', '4003939-0', '4027808-6', '4071061-0', '4075594-0']|['838.914030995694']|[]|['134236580']|['830 Deutsche Literatur']

9783899712247|['974018511']|['http://d-nb.info/974018511']|['(OColc)180885691']|['4015701-5', '4077587-2', '4077570-7', '4013960-8', '4212404-9']|[]|['974018511/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899711677|['971898898']|['http://d-nb.info/971898898']|['(OColc)723094030']|['4028495-5', '4061688-5', '4116364-3', '4067911-1', '4132532-1']|[]|['971898898/04']|['129324213']|['340 Recht']

9783899719291|['1016145853']|['http://d-nb.info/1016145853']|['(OColc)848012560']|['4392206-5', '4032416-3', '4003157-3', '4044903-8', '4077747-9', '4121138-8', '4114283-4']|['610.696014']|['1016145853/04']|['1020090707']|['610 Medizin, Gesundheit']

9783899717006|['993612636']|['http://d-nb.info/993612636']|[]|[]|[]|[]|[]|['700 Künste, Bildende Kunst allgemein']

9783862340583|['1052113443']|['http://d-nb.info/1052113443']|['(OColc)882502164']|['118757709', '4049716-1', '2024703-5', '4020288-4', '4192674-2']|['551.0922']|[]|[]|['550 Geowissenschaften']

9783899715026|['98931670X']|['http://d-nb.info/98931670X']|['(OColc)244291062']|['4113292-0', '4165683-0', '4189594-0']|['016.8309358', '830.9358']|['98931670X/04']|[]|['010 Bibliografien ; 830 Deutsche Literatur']

9783899715941|['99307829X']|['http://d-nb.info/99307829X']|[]|[]|[]|[]|[]|['340 Recht']

9783899715828|['993128971']|['http://d-nb.info/993128971']|[]|[]|[]|[]|[]|['100 Philosophie']

9783899711363|['969794002']|['http://d-nb.info/969794002']|['(OColc)723176879']|['11888395', '4783677-5']|[]|[]|['110176537']|['340 Recht']

9783862341092|['105212013X']|['http://d-nb.info/105212013X']|['(OColc)882502842']|['11862234', '4020531-9']|['938.05']|[]|[]|[]

9783899715071|['989754804']|['http://d-nb.info/989754804']|['(OColc)316571104']|['4022047-3', '4169975-0', '4144848-0', '4022047-3', '4006020-2', '4064995-7', '4033151-9', '4063693-8']|['341.4956909044']|['989754804/04']|['137463502']|['340 Recht']

9783899718652|['1011004259']|['http://d-nb.info/1011004259']|['(OColc)725095092']|['4011889-7', '4011890-3', '4448922-5', '333-5']|['327.43043109045']|['1011004259/04']|['1013104617']|['320 Politik ; 943 Geschichte Deutschlands']

9783862341078|['105211265X']|['http://d-nb.info/105211265X']|['(OColc)882502086']|['4127666-8']|['831.21']|[]|[]|['830 Deutsche Literatur']

9783899713589|['982272340']|['http://d-nb.info/982272340']|['(OColc)180711858']|['4049386-6', '4172861-0', '4015950-4', '4172861-0']|['230.014']|['982272340/04']|['1025859340']|['230 Theologie, Christentum ; 400 Sprache, Linguistik']

3899711858|['973438770']|['http://d-nb.info/973438770']|['(OColc)76650869']|['4155435-8', '4019411-5']|[]|[]|[]|['320 Politik']

9783862341221|['1052113834']|['http://d-nb.info/1052113834']|['(OColc)882502211']|['116654694']|['284.1092']|[]|[]|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862341276|['1052156428']|['http://d-nb.info/1052156428']|['(OColc)882504864']|['118641549', '4075949-0', '4015508-0', '4142794-4', '4128520-7']|['227.06']|[]|['121898784']|['220 Bibel']

9783862348756|['1052113370']|['http://d-nb.info/1052113370']|['(OColc)882502150']|['4062404-3', '4003846-4', '4011890-3']|['327.456340431']|[]|['142874523']|['320 Politik ; 940 Geschichte Europas']

1009693018|['1009693018']|['http://d-nb.info/1009693018']|['(OColc)724853156']|[]|[]|['1009693018/04']|[]|[]

9783899715378|['993128858']|['http://d-nb.info/993128858']|[]|[]|[]|[]|[]|['370 Erziehung, Schul- und Bildungswesen']

9783899713213|['980841216']|['http://d-nb.info/980841216']|['(OColc)180943210']|['4359124-3', '4038243-6']|['610.967824']|['980841216/04']|['124991556']|['610 Medizin, Gesundheit']

9783899718768|['1011313944']|['http://d-nb.info/1011313944']|['(OColc)725179252']|['118563076', '4074722-0']|['832.6']|['1011313944/04']|['1012931129']|['830 Deutsche Literatur']

9783899714852|['988888564']|['http://d-nb.info/988888564']|[]|[]|[]|[]|[]|['910 Geografie, Reisen']

9783862340828|['1052113087']|['http://d-nb.info/1052113087']|['(OColc)816384291']|['4123514-9', '4379691-6', '4177707-4']|['220.9505']|[]|['114719705']|['220 Bibel ; 230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899717914|['999659839']|['http://d-nb.info/999659839']|['(OColc)700069015']|['4047194-9', '4062787-1', '4121208-3', '4076340-7']|['342.43']|['999659839/04']|['100267653']|['340 Recht']

9783899711868|['971908850']|['http://d-nb.info/971908850']|['(OColc)723096725']|['118696459', '118696459', '4015950-4', '118696459', '4059758-1']|[]|[]|['129452858']|['230 Theologie, Christentum']

9783899716429|['1052156452']|['http://d-nb.info/1052156452']|['(OColc)882504858']|['4028807-9', '4162812-3', '4047487-2', '4028807-9', '4015950-4']|['227.9706']|[]|['132587904']|['220 Bibel']

9783899714999|['989217116']|['http://d-nb.info/989217116']|['(OColc)300458030']|['4056218-9', '4069468-9', '4153261-2']|['268.84']|['989217116/04']|['123938422']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899715408|['991396138']|['http://d-nb.info/991396138']|['(OColc)297586908']|['4358992-3']|['943.712033']|['991396138/04']|['115199322']|['940 Geschichte Europas']

9783899712407|['975603302']|['http://d-nb.info/975603302']|['(OColc)181466476']|['4072395-1', '4076536-2', '4049412-3', '4045660-2', '4041771-2', '4159400-9', '4073436-5', '4015833-0', '4073436-5', '4035419-2']|[]|[]|['1036316882']|['230 Theologie, Christentum ; 220 Bibel ; 370 Erziehung, Schul- und Bildungswesen']

9783899715750|['993813887']|['http://d-nb.info/993813887']|['(OColc)466109712']|['4020531-9', '4200793-8', '4020526-5', '4073091-8', '4020531-9', '4061672-1', '4200793-8']|['907.2']|['993813887/04']|[]|['900 Geschichte ; 940 Geschichte Europas']

9783899711806|['971684057']|['http://d-nb.info/971684057']|['(OColc)237856336']|['4499305-5']|[]|['971684057/04']|[]|['355 Militär']

9783899712438|['975261665']|['http://d-nb.info/975261665']|['(OColc)181461685']|['4011882-4', '4049040-3', '4322381-3', '4116495-7']|[]|['975261665/04']|['128532092']|['330 Wirtschaft ; 710 Landschaftsgestaltung, Raumplanung']

9783862340941|['1052156460']|['http://d-nb.info/1052156460']|['(OColc)882504848']|['4011882-4', '4214704-9']|['610.73']|[]|[]|['610 Medizin, Gesundheit ; 360 Soziale Probleme, Sozialdienste, Versicherungen']

9783862348633|['1052112595']|['http://d-nb.info/1052112595']|['(OColc)767949284']|['4011882-4', '4017801-8', '4200586-3']|['365.64094309']|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 340 Recht ; 943 Geschichte Deutschlands']

9783862341146|['1052091822']|['http://d-nb.info/1052091822']|['(OColc)882501146']|['4011882-4', '4038243-6', '4003157-3', '4044903-8', '4020775-4', '4046590-1', '4058171-8']|['306.4610943']|[]|['132554887']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 360 Soziale Probleme, Sozialdienste, Versicherungen ; 610 Medizin, Gesundheit']

9783862340835|['105211315X']|['http://d-nb.info/105211315X']|['(OColc)882502118']|['4051176-5', '4007467-5', '4052678-1', '4121886-3', '4076217-8']|['936.30072043']|[]|[]|['930 Alte Geschichte, Archäologie']

9783899712605|['976513498']|['http://d-nb.info/976513498']|['(OColc)181482185']|['118634933', '4246338-5', '119067102', '118634933', '4108542-5']|[]|[]|['131647318']|['830 Deutsche Literatur']

9783899713305|['980701465']|['http://d-nb.info/980701465']|['(OColc)728273077']|['4011882-4', '4002025-3', '4144934-4', '4442544-2']|[]|['980701465/04']|['13207804X']|['340 Recht']

9783899713374|['1001908996']|['http://d-nb.info/1001908996']|['(OColc)162211925']|['4060355-6', '4046514-7']|['327.172']|[]|[]|['320 Politik']

9783899713145|['979479029']|['http://d-nb.info/979479029']|['(OColc)723673741']|['118517678']|['230.044092']|[]|['104783303']|['230 Theologie, Christentum']

9783862349050|['1052113540']|['http://d-nb.info/1052113540']|['(OColc)882502183']|['4011882-4', '4007908-9', '4042840-0', '4461926-1', '4056754-0', '4182776-4']|['346.43045']|[]|['1017490813']|['340 Recht']

9783862346325|['1052141323']|['http://d-nb.info/1052141323']|['(OColc)882504211']|['118641824', '4005265-5', '118555006', '11869569', '4072613-7', '4143114-5', '4125693-1', '4015701-5', '4056618-3', '4033203-2']|[]|[]|['12085452X']|['100 Philosophie ; 700 Künste, Bildende Kunst allgemein ; 320 Politik']

9783899711226|['967721814']|['http://d-nb.info/967721814']|['(OColc)237791438']|['12350550', '4042203-3', '4231103-2', '4028808-0']|[]|[]|[]|['63 Geschichte und Historische Hilfswissenschaften']

9783899716993|['993612687']|['http://d-nb.info/993612687']|['(OColc)600767282']|['4011882-4', '4131753-1', '4078704-7', '4143261-7', '4017801-8', '4074672-0', '7667122-7']|['341.48']|['993612687/04']|[]|['340 Recht ; 610 Medizin, Gesundheit']

9783899714456|['986382582']|['http://d-nb.info/986382582']|['(OColc)244022393']|['118583697', '4044302-4', '4049716-1', '131747045', '4049412-3']|['268.432']|['986382582/04']|['135596629']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899715316|['991094441']|['http://d-nb.info/991094441']|['(OColc)492175988']|['4028966-7', '4328855-8', '4020533-2', '4180103-9', '4039967-9', '4328855-8', '4020533-2', '4180103-9']|['907.12497', '907.12476']|['991094441/04']|[]|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783862346738|['1052113001']|['http://d-nb.info/1052113001']|['(OColc)882502113']|['118797913', '7739829-4']|['361.763094309041']|[]|['143450522']|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 943 Geschichte Deutschlands']

9783899714647|['987919865']|['http://d-nb.info/987919865']|[]|['4043271-3', '4078541-5', '4037945-0', '4122087-0']|['510.9436']|['987919865/04']|['121534065']|['510 Mathematik']

9783862340231|['1052047629']|['http://d-nb.info/1052047629']|['(OColc)882496103']|['118594117', '4049716-1', '118610023']|[]|[]|['131648934']|['780 Musik']

9783899719369|['101731263X']|['http://d-nb.info/101731263X']|['(OColc)781431868']|['4252579-2', '4123079-6']|['303.48409431']|['101731263X/04']|['138962286']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 330 Wirtschaft']

9783862348855|['1052119603']|['http://d-nb.info/1052119603']|['(OColc)882502787']|['4217350-4', '4132165-0', '4062962-4']|['363.12520846']|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 380 Handel, Kommunikation, Verkehr ; 150 Psychologie']

9783899718102|['1008290696']|['http://d-nb.info/1008290696']|['(OColc)759529354']|['118575155', '4049716-1', '4011882-4']|['943.06092']|['1008290696/04']|['1046923536']|['943 Geschichte Deutschlands']

9783899711158|['967145171']|['http://d-nb.info/967145171']|['(OColc)53407407']|['4200053-1']|[]|['967145171/04']|[]|['01 Wissenschaft und Kultur allgemein']

9783862340071|['1052115713']|['http://d-nb.info/1052115713']|['(OColc)882502339']|['118577166', '4099299-8', '4117245-0', '118577166', '4099303-6', '4117245-0', '118577166', '4099301-2', '4117245-0']|[]|[]|['128949163']|['830 Deutsche Literatur']

9783899713404|['982272286']|['http://d-nb.info/982272286']|['(OColc)239628206']|['4129108-6']|['940.1']|['982272286/04']|[]|['940 Geschichte Europas']

9783899711394|['969809247']|['http://d-nb.info/969809247']|['(OColc)723180711']|['118547798', '4127146-4']|[]|[]|['128940050']|['100 Philosophie']

9783899712094|['974038431']|['http://d-nb.info/974038431']|['(OColc)181445521']|['4114388-7', '4000626-8', '4113292-0', '4035964-5', '4164424-4']|[]|['974038431/04']|[]|['100 Philosophie ; 700 Künste, Bildende Kunst allgemein ; 830 Deutsche Literatur']

9783899714111|['985164190']|['http://d-nb.info/985164190']|['(OColc)188234864']|['4011882-4', '4198721-4']|['325.43']|[]|['120144042']|['320 Politik']

9783862340781|['1052113362']|['http://d-nb.info/1052113362']|['(OColc)882502091']|['4245146-2', '4015602-3']|[]|[]|['1052135218']|['100 Philosophie']

9783899716658|['99312898X']|['http://d-nb.info/99312898X']|[]|[]|[]|[]|[]|['200 Religion, Religionsphilosophie ; 370 Erziehung, Schul- und Bildungswesen ; 100 Philosophie']

9783899713787|['983817596']|['http://d-nb.info/983817596']|['(OColc)180742388']|['4011882-4', '4066500-8', '4150695-9', '4002106-3']|['346.430631']|['983817596/04']|['132960095']|['340 Recht']

9783899716795|['1007586141']|['http://d-nb.info/1007586141']|['(OColc)702645810']|['118607057', '4331051-5', '4200302-7', '118607057', '4000626-8', '4114333-4', '4041358-5']|[]|['1007586141/04']|[]|['100 Philosophie ; 700 Künste, Bildende Kunst allgemein']

9783899719406|['1036658732']|['http://d-nb.info/1036658732']|['(OColc)861517094']|['4003157-3', '4044903-8', '4020713-4', '4003725-3', '4150394-6', '4114283-4']|['418.02']|['1036658732/04']|[]|['400 Sprache, Linguistik ; 610 Medizin, Gesundheit']

9783899719567|['1018876863']|['http://d-nb.info/1018876863']|[]|['4011882-4', '4048590-0', '4117283-8', '4017396-3', '4032081-9']|['307.1209438']|['1018876863/04']|[]|[]

9783899713831|['983817480']|['http://d-nb.info/983817480']|['(OColc)185006158']|['4032813-2', '4062005-0', '4114402-8']|['610.73071']|[]|[]|['610 Medizin, Gesundheit']
